trust[27] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08825994933923606, 4: 0.07610262040263069, 5: 0.0, 6: 0.0, 7: 0.060137752680356496, 8: 0.0, 9: 0.10080549442289387, 10: 0.05224782550963237, 11: 0.1134998895153106, 12: 0.0, 13: 0.08983640023560771, 14: 0.05664443695581222, 15: 0.0, 16: 0.11020196892457519, 17: 0.07398618163390347, 18: 0.05779152393282969, 19: 0.12048595644721186}
trust[28] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08843280104567855, 4: 0.07615680367374557, 5: 0.0, 6: 0.0, 7: 0.0598033379355164, 8: 0.0, 9: 0.10099543490016374, 10: 0.051862721048513506, 11: 0.11376864995492615, 12: 0.0, 13: 0.08998975373018056, 14: 0.05628250401330819, 15: 0.0, 16: 0.11044342263158291, 17: 0.07402904358460231, 18: 0.057527636939617065, 19: 0.12070789054216496}
trust[29] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08859740748318093, 4: 0.07620593999753061, 5: 0.0, 6: 0.0, 7: 0.059592564036703106, 8: 0.0, 9: 0.10118232351111446, 10: 0.05155957802216409, 11: 0.11396653645327165, 12: 0.0, 13: 0.09014005452173005, 14: 0.056103893089728504, 15: 0.0, 16: 0.11061725921970667, 17: 0.07405869518338083, 18: 0.05709442745517342, 19: 0.12088132102631559}
trust[30] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08873202181216545, 4: 0.07623751368474521, 5: 0.0, 6: 0.0, 7: 0.05944315214703438, 8: 0.0, 9: 0.10133478509802689, 10: 0.051213105056070116, 11: 0.11415926321631067, 12: 0.0, 13: 0.0902609082957728, 14: 0.0559485095090654, 15: 0.0, 16: 0.11080604597065227, 17: 0.07408959400588183, 18: 0.05668991767189816, 19: 0.12108518353237673}
trust[31] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08884976970527521, 4: 0.0762892298861246, 5: 0.0, 6: 0.0, 7: 0.05927225381484212, 8: 0.0, 9: 0.10146244223219858, 10: 0.051018314408150786, 11: 0.1143465168999447, 12: 0.0, 13: 0.09038495252506136, 14: 0.055750603827866, 15: 0.0, 16: 0.11094708383119076, 17: 0.07412317756977232, 18: 0.05633199143398946, 19: 0.12122366386558409}
trust[32] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08895466638682135, 4: 0.07634279001852028, 5: 0.0, 6: 0.0, 7: 0.059116392519316496, 8: 0.0, 9: 0.10157057612975535, 10: 0.050798835966991904, 11: 0.11448545750233155, 12: 0.0, 13: 0.09048653500673144, 14: 0.055690831435271475, 15: 0.0, 16: 0.11106305678720209, 17: 0.07415338430894927, 18: 0.05600320506890747, 19: 0.12133426886920132}
trust[33] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08905029704933833, 4: 0.07640046522613674, 5: 0.0, 6: 0.0, 7: 0.05900539778632991, 8: 0.0, 9: 0.10166973964994326, 10: 0.0505535289813471, 11: 0.11462805795521894, 12: 0.0, 13: 0.0905973217431875, 14: 0.0555699969730734, 15: 0.0, 16: 0.11118371659682146, 17: 0.07417958313774341, 18: 0.055721432345811735, 19: 0.12144046255504827}
trust[34] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08910489481233237, 4: 0.07642477172251862, 5: 0.0, 6: 0.0, 7: 0.05893384789731535, 8: 0.0, 9: 0.10176286855765883, 10: 0.050368057650008215, 11: 0.11472445618816338, 12: 0.0, 13: 0.09068315695893342, 14: 0.05550273882329688, 15: 0.0, 16: 0.11127930506975418, 17: 0.07420227819536646, 18: 0.055469626166756054, 19: 0.12154399795789628}
trust[35] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08917650833160856, 4: 0.07646127003084403, 5: 0.0, 6: 0.0, 7: 0.058857568458338026, 8: 0.0, 9: 0.10185873053783867, 10: 0.05013843513931812, 11: 0.11482890561141498, 12: 0.0, 13: 0.0907763384555685, 14: 0.05549162696371432, 15: 0.0, 16: 0.11137219526248002, 17: 0.07422724658064568, 18: 0.055160351691103136, 19: 0.12165082293712585}
trust[36] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08923242946601198, 4: 0.07648458544353842, 5: 0.0, 6: 0.0, 7: 0.05879931054386151, 8: 0.0, 9: 0.10191733019982582, 10: 0.05004851442438431, 11: 0.11490069188998413, 12: 0.0, 13: 0.09083602280781503, 14: 0.05548254155571656, 15: 0.0, 16: 0.11142988345059118, 17: 0.0742467616921114, 18: 0.05490671726505915, 19: 0.12171521126110028}
trust[37] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08927708052859548, 4: 0.07651659733312409, 5: 0.0, 6: 0.0, 7: 0.058786261578300913, 8: 0.0, 9: 0.10197951760042863, 10: 0.04996071883838416, 11: 0.11496468590299393, 12: 0.0, 13: 0.09089075683524364, 14: 0.05546032890531977, 15: 0.0, 16: 0.11148111753775884, 17: 0.07426752576448774, 18: 0.05463340591164631, 19: 0.12178200326371659}
trust[38] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08932878630217468, 4: 0.07654534368645993, 5: 0.0, 6: 0.0, 7: 0.0587456741214636, 8: 0.0, 9: 0.10204046659582994, 10: 0.049860908367367944, 11: 0.1150291852580715, 12: 0.0, 13: 0.09094365783298416, 14: 0.05544307142044798, 15: 0.0, 16: 0.11153048946387707, 17: 0.07429034760743562, 18: 0.0544073922452986, 19: 0.12183467709858883}
trust[39] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08938091317832353, 4: 0.0765792212837216, 5: 0.0, 6: 0.0, 7: 0.05874008772445623, 8: 0.0, 9: 0.10209356068072686, 10: 0.049801493163096046, 11: 0.11509114082322638, 12: 0.0, 13: 0.09099150926812616, 14: 0.05542840190197686, 15: 0.0, 16: 0.11158485360586659, 17: 0.0743113894426878, 18: 0.05410291774317283, 19: 0.12189451118461903}
trust[40] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08941119432622137, 4: 0.07659938834456753, 5: 0.0, 6: 0.0, 7: 0.05874030906669116, 8: 0.0, 9: 0.10212110604459526, 10: 0.04976031470941031, 11: 0.115128753465234, 12: 0.0, 13: 0.0910190007546499, 14: 0.05542656918590451, 15: 0.0, 16: 0.11161891868103693, 17: 0.07433188152720023, 18: 0.05391250441414525, 19: 0.1219300594803436}
trust[41] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08944177061838807, 4: 0.07662139045437592, 5: 0.0, 6: 0.0, 7: 0.05870745683273462, 8: 0.0, 9: 0.10215154595175131, 10: 0.04970701260112706, 11: 0.11516921564958274, 12: 0.0, 13: 0.09105058926254359, 14: 0.055416920419186465, 15: 0.0, 16: 0.11165244185015853, 17: 0.07434517009547252, 18: 0.05378104708285193, 19: 0.1219554391818272}
trust[42] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08946908694058624, 4: 0.07663939595175091, 5: 0.0, 6: 0.0, 7: 0.058707927961975465, 8: 0.0, 9: 0.10218358616220702, 10: 0.04967351062456224, 11: 0.11520238072244904, 12: 0.0, 13: 0.09107283506962766, 14: 0.05541120944761064, 15: 0.0, 16: 0.11167989590895346, 17: 0.07436035955952211, 18: 0.05360833232152548, 19: 0.12199147932922978}
trust[43] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08949742990096725, 4: 0.07665699259732443, 5: 0.0, 6: 0.0, 7: 0.05870275738937026, 8: 0.0, 9: 0.10221006110962859, 10: 0.04967184547610705, 11: 0.11523442702516894, 12: 0.0, 13: 0.0910984321480342, 14: 0.055395034410480506, 15: 0.0, 16: 0.11171265273882464, 17: 0.07437729086875637, 18: 0.053421804318427774, 19: 0.12202127201690988}
trust[44] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08951583366585417, 4: 0.07666829200748758, 5: 0.0, 6: 0.0, 7: 0.05870235439925171, 8: 0.0, 9: 0.10222823772739383, 10: 0.04967372603810597, 11: 0.11525570537922988, 12: 0.0, 13: 0.09111413218935145, 14: 0.05539705287612602, 15: 0.0, 16: 0.11173150219282033, 17: 0.07438711086790517, 18: 0.053285579768741924, 19: 0.12204047288773194}
trust[45] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08954277948664437, 4: 0.07668997421133135, 5: 0.0, 6: 0.0, 7: 0.058703510260748805, 8: 0.0, 9: 0.10225715392311567, 10: 0.0496611421476055, 11: 0.11529020777777751, 12: 0.0, 13: 0.09114172505782174, 14: 0.055392639313927315, 15: 0.0, 16: 0.11175497671010651, 17: 0.07439868641804513, 18: 0.05309523596735089, 19: 0.12207196872552518}
trust[46] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08955607451625641, 4: 0.07669851917129372, 5: 0.0, 6: 0.0, 7: 0.05870732402645534, 8: 0.0, 9: 0.10227165725652836, 10: 0.04966379564605058, 11: 0.11530533431526027, 12: 0.0, 13: 0.09115507966755236, 14: 0.05539226562074991, 15: 0.0, 16: 0.11176899869913867, 17: 0.07440657831104316, 18: 0.05298753909947271, 19: 0.1220868336701985}
trust[47] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08957270075336361, 4: 0.07671125183460087, 5: 0.0, 6: 0.0, 7: 0.05871278212191503, 8: 0.0, 9: 0.10229062995901257, 10: 0.04966065345365141, 11: 0.11532502999996382, 12: 0.0, 13: 0.09116911089965025, 14: 0.05539209694243303, 15: 0.0, 16: 0.11178651711964234, 17: 0.07441483729118006, 18: 0.05285760777239384, 19: 0.12210678185219297}
trust[48] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08958774909515069, 4: 0.0767232366527378, 5: 0.0, 6: 0.0, 7: 0.05871324588790398, 8: 0.0, 9: 0.10230595292800168, 10: 0.04965749594634996, 11: 0.11534083999694239, 12: 0.0, 13: 0.09118429382563518, 14: 0.05539191261757048, 15: 0.0, 16: 0.11179940971153082, 17: 0.07442161119997649, 18: 0.0527530984621322, 19: 0.12212115367606835}
trust[49] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08960418413294588, 4: 0.07673680024752212, 5: 0.0, 6: 0.0, 7: 0.05871588944113679, 8: 0.0, 9: 0.10232238243541783, 10: 0.049653424897893546, 11: 0.11536095715405209, 12: 0.0, 13: 0.09119906331440235, 14: 0.05539430376897721, 15: 0.0, 16: 0.11181846902045701, 17: 0.0744329603164562, 18: 0.05262299257897668, 19: 0.12213857269176219}
trust[50] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08961393894457716, 4: 0.07674354230496948, 5: 0.0, 6: 0.0, 7: 0.05872096414655226, 8: 0.0, 9: 0.1023363057510043, 10: 0.04965157568301657, 11: 0.1153767065550499, 12: 0.0, 13: 0.09121038684526438, 14: 0.05539865853299776, 15: 0.0, 16: 0.11183225295206768, 17: 0.07444080406128378, 18: 0.05252078349663909, 19: 0.12215408072657752}
trust[51] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08963000227697132, 4: 0.07675563886344766, 5: 0.0, 6: 0.0, 7: 0.0587266983006068, 8: 0.0, 9: 0.10235271238442503, 10: 0.04965192838609876, 11: 0.11539836010046657, 12: 0.0, 13: 0.09122820687093702, 14: 0.05539287948505021, 15: 0.0, 16: 0.11185279248051662, 17: 0.07445176443945539, 18: 0.0523824914773245, 19: 0.12217652493470016}
trust[52] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08964105806921246, 4: 0.07676308599097958, 5: 0.0, 6: 0.0, 7: 0.058727305238239304, 8: 0.0, 9: 0.10236385514866207, 10: 0.04964425213934493, 11: 0.11541098271760124, 12: 0.0, 13: 0.09123642927952111, 14: 0.055388403624818165, 15: 0.0, 16: 0.11186519951217833, 17: 0.07445930486525237, 18: 0.05231213628353482, 19: 0.12218798713065572}
trust[53] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08965091831185161, 4: 0.07676893865897005, 5: 0.0, 6: 0.0, 7: 0.05873134715983774, 8: 0.0, 9: 0.10237459136956416, 10: 0.049637763966163054, 11: 0.11542261724726931, 12: 0.0, 13: 0.09124572991799015, 14: 0.055391264458855526, 15: 0.0, 16: 0.11187658991085903, 17: 0.07446597808283556, 18: 0.05223483052473926, 19: 0.1221994303910644}
trust[54] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08965992695769881, 4: 0.07677504214627638, 5: 0.0, 6: 0.0, 7: 0.05873538967400512, 8: 0.0, 9: 0.10238447479090686, 10: 0.04963397076101686, 11: 0.11543295939068997, 12: 0.0, 13: 0.09125484821001474, 14: 0.0553950724136898, 15: 0.0, 16: 0.11188600146302521, 17: 0.07447273763702393, 18: 0.052159820299859744, 19: 0.12220975625579265}
trust[55] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08966869933374572, 4: 0.07678155489347181, 5: 0.0, 6: 0.0, 7: 0.0587389315772226, 8: 0.0, 9: 0.1023940301417201, 10: 0.04962328237276089, 11: 0.11544284746893022, 12: 0.0, 13: 0.09126161304137324, 14: 0.05539849109727274, 15: 0.0, 16: 0.11189530125201849, 17: 0.07447830422233491, 18: 0.05209641309103276, 19: 0.12222053150811645}
trust[56] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08967579090525969, 4: 0.07678779119123275, 5: 0.0, 6: 0.0, 7: 0.05874121088225249, 8: 0.0, 9: 0.10240179823018297, 10: 0.04961624964442063, 11: 0.11545130642263832, 12: 0.0, 13: 0.0912693486311328, 14: 0.05540013905692377, 15: 0.0, 16: 0.11190321648576056, 17: 0.0744839160959067, 18: 0.05204108801188916, 19: 0.12222814444240007}
trust[57] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0896810457771774, 4: 0.07679187796099991, 5: 0.0, 6: 0.0, 7: 0.0587436745754463, 8: 0.0, 9: 0.10240762823113046, 10: 0.04961851333445585, 11: 0.1154577261726559, 12: 0.0, 13: 0.09127430770895632, 14: 0.05540245175638103, 15: 0.0, 16: 0.1119094758862301, 17: 0.07448796399428893, 18: 0.051990464142845236, 19: 0.12223487045943257}
trust[58] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08968545823636431, 4: 0.07679517701274165, 5: 0.0, 6: 0.0, 7: 0.05874468923504426, 8: 0.0, 9: 0.10241250543440916, 10: 0.049620255712590204, 11: 0.11546307993403161, 12: 0.0, 13: 0.09127877835022567, 14: 0.055404623152800245, 15: 0.0, 16: 0.1119142289985771, 17: 0.07449131741218212, 18: 0.05194976580161192, 19: 0.12224012071942159}
