round,loss,accuracy,asr,macro_class_accuracy,worst_class_accuracy,local_loss,selected_clients,aggregated_clients,excluded_clients,attacked_client_rounds,poisoned_examples,aggregation_seconds,round_seconds,mean_method_weight,tp,fp,fn,tn,precision,recall,f1,fpr,mean_detection_round
59,0.0690081605911255,0.9773,0.0017,0.9771989304031896,0.9589322381930184,0.17960047282692454,60,60,40,0,0,0.009100100000068778,47.380364599999666,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
60,0.06831316599845887,0.9772,0.0016,0.9770850773705597,0.9589322381930184,0.18074605663927895,60,60,40,0,0,0.0075730999997176696,59.9897691999995,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
61,0.06805970802307129,0.9774,0.0017,0.9773205625209089,0.9589322381930184,0.17306803774968207,60,60,40,0,0,0.006111799999416689,59.272903200000655,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
62,0.06767166819572448,0.9779,0.0016,0.9777761805342647,0.9599589322381931,0.1738792855167089,60,60,40,0,0,0.010632699999405304,59.54530580000028,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
63,0.06726647291183471,0.9779,0.0016,0.9777857803035784,0.9589322381930184,0.17239351253490892,60,60,40,0,0,0.005829199999425327,58.848743900000045,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
64,0.06659682550430297,0.9782,0.0016,0.9780955461931315,0.9609856262833676,0.1689876813304404,60,60,40,0,0,0.007951499999762746,58.698373100000026,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
65,0.06584750199317932,0.9783,0.0017,0.9781860354095674,0.9579055441478439,0.17285058467700662,60,60,40,0,0,0.005733899999540881,58.72767770000064,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
66,0.0653393678188324,0.9786,0.0016,0.9784958738888102,0.9630390143737166,0.1700505182793778,60,60,40,0,0,0.007623499999681371,58.794492800001535,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
67,0.06570913228988648,0.9786,0.0016,0.9784821323235576,0.9620123203285421,0.16922151334764848,60,60,40,0,0,0.008204899999327608,58.64277220000076,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
68,0.064916726064682,0.979,0.0017,0.9788863273452,0.9623389494549058,0.16759625517452761,60,60,40,0,0,0.008477299999867682,58.52474910000092,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
69,0.06412472987174987,0.979,0.0017,0.9788824047243507,0.9630390143737166,0.16389409394236282,60,60,40,0,0,0.007524900000134949,58.518275799999174,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
70,0.06475297951698303,0.9789,0.0016,0.9787793169456414,0.9609856262833676,0.16853406483643793,60,60,40,0,0,0.006515299999591662,58.255112500000905,0.01666666666666667,40,0,0,60,1.0,1.0,1.0,0.0,7.0
71,0.06440955004692078,0.979,0.0016,0.9788773360578601,0.9599589322381931,0.168553150172811,60,60,40,0,0,0.008135800000673044,58.83281410000018,0.016666666666666666,40,0,0,60,1.0,1.0,1.0,0.0,7.0
