round,loss,accuracy,asr,macro_class_accuracy,worst_class_accuracy,local_loss,selected_clients,aggregated_clients,excluded_clients,attacked_client_rounds,poisoned_examples,aggregation_seconds,round_seconds,mean_method_weight,tp,fp,fn,tn,precision,recall,f1,fpr,mean_detection_round
39,1.6544408233642578,0.0589,0.9136,0.06041283093069818,0.0,0.534594206765294,100,100,0,40,23960,0.012994500000786502,95.94829540000137,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
40,0.1556623317718506,0.9693,0.0052,0.9693166793872517,0.9435084241823588,0.48560985412696994,100,100,0,40,23960,0.015085700000781799,94.72498610000184,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
41,1.5998815216064453,0.0577,0.915,0.05923526078602927,0.0,0.5361728734287123,100,100,0,40,23960,0.01245800000106101,95.17826729999797,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
42,0.15373382720947265,0.9701,0.005,0.970141816416777,0.9454905847373637,0.4721785915481548,100,100,0,40,23960,0.008128299999953015,95.43255539999882,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
43,1.6912695617675781,0.0516,0.9223,0.05287203901886356,0.0,0.5257972132898867,100,100,0,40,23960,0.012910900000861147,94.68488440000147,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
44,0.1467394298553467,0.9701,0.0049,0.9700983597712021,0.9455852156057495,0.476131382456515,100,100,0,40,23960,0.011107199999969453,94.74966740000309,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
45,1.6275587951660155,0.0402,0.9344,0.04123382827918095,0.0,0.5256081430092454,100,100,0,40,23960,0.01260060000277008,95.18658409999989,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
46,0.14847641792297364,0.9709,0.0045,0.9709109244770779,0.9455852156057495,0.4665058196643367,100,100,0,40,23960,0.014019999998708954,95.28220689999944,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
47,1.6852590759277344,0.0378,0.9369,0.038753799394320894,0.0,0.5162182022805015,100,100,0,40,23960,0.01316910000241478,94.89972430000125,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
48,0.1419252182006836,0.9717,0.005,0.9716776829192906,0.9455852156057495,0.46352287771739065,100,100,0,40,23960,0.014220200002455385,95.30241730000125,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
49,1.626298602294922,0.0373,0.9378,0.03831705619508501,0.0,0.521361482117946,100,100,0,40,23960,0.020770799997990252,94.86363820000042,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
50,0.14314960136413574,0.9724,0.0042,0.9724209881698294,0.9494549058473737,0.4546103745580962,100,100,0,40,23960,0.014835000001767185,95.30904450000162,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
51,1.6684532318115235,0.0482,0.9276,0.04941105798204269,0.0,0.505639560530583,100,100,0,40,23960,0.014128399998298846,94.76548360000015,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
52,0.13739808864593506,0.9733,0.0045,0.9732776675605539,0.9496919917864476,0.4574402174153365,100,100,0,40,23960,0.011288400000921683,94.52328189999753,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
53,1.6317423278808594,0.0351,0.9414,0.036038824269908246,0.0,0.5140943825487048,100,100,0,40,23960,0.012935999999172054,96.6685894000002,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
54,0.1385277313232422,0.9743,0.0041,0.9742909116648623,0.9474727452923687,0.44660591074824324,100,100,0,40,23960,0.012495300001319265,95.20812639999713,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
55,1.6591413208007812,0.0335,0.9435,0.03428058600260282,0.0,0.5026513913025458,100,100,0,40,23960,0.01326100000005681,95.11405240000022,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
56,0.13617045211791992,0.9738,0.0046,0.9737841705671928,0.9514370664023786,0.44544526427301273,100,100,0,40,23960,0.017455299999710405,95.02512030000071,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
57,1.6080386108398437,0.0318,0.9453,0.03265025153660876,0.0,0.49208789875234166,100,100,0,40,23960,0.008577900000091176,85.06370020000031,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
58,0.13748374786376952,0.9742,0.0047,0.9741983577861587,0.9484638255698712,0.4377800409408908,100,100,0,40,23960,0.012369399999442976,96.40765540000211,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
59,1.6943689086914062,0.0297,0.9476,0.030408407577255124,0.0,0.48965789944802735,100,100,0,40,23960,0.011744799998268718,95.86185939999996,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
60,0.13120394535064697,0.9753,0.0045,0.9753087368800311,0.9534192269573836,0.4395968382197122,100,100,0,40,23960,0.014300999999250052,95.4944637999979,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
61,1.6141644836425781,0.0267,0.951,0.027414327307718894,0.0,0.4958022289897005,100,100,0,40,23960,0.009771300003194483,95.66858660000071,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
62,0.13423602561950684,0.9758,0.0041,0.9757868995213993,0.9534192269573836,0.43500425698608164,100,100,0,40,23960,0.009082399999897461,95.15287460000036,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
63,1.6402059448242188,0.0269,0.951,0.027535101184868106,0.0,0.4832629136101654,100,100,0,40,23960,0.009384900000441121,95.20752419999917,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
64,0.13082675743103028,0.9755,0.0045,0.9755240218094224,0.9534192269573836,0.4313554780197641,100,100,0,40,23960,0.015002399999502813,95.30582049999794,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
65,1.641003921508789,0.0268,0.9511,0.027451758012193496,0.0,0.4802261654523512,100,100,0,40,23960,0.01340159999745083,95.49733140000171,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
66,0.12960803413391114,0.976,0.0041,0.9759912925101155,0.9494549058473737,0.42271326939777154,100,100,0,40,23960,0.010802000000694534,95.06725229999938,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
67,1.6850405151367187,0.0207,0.9575,0.021190605704224645,0.0,0.4799501399286092,100,100,0,40,23960,0.013326799999049399,94.91267169999992,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
68,0.12512613983154297,0.9767,0.0038,0.9767009483357603,0.9548254620123203,0.42064134901141126,100,100,0,40,23960,0.013414000000921078,95.19183839999823,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
69,1.6607642517089845,0.0205,0.9582,0.02096444210726881,0.0,0.47907230916867655,100,100,0,40,23960,0.025248699999792734,94.73385499999858,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
70,0.12471298217773437,0.9766,0.0038,0.9766100486161686,0.9537987679671458,0.4173832602314651,100,100,0,40,23960,0.009375999998155748,94.90850619999765,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
71,1.6707097106933593,0.0186,0.9602,0.01901185212741207,0.0,0.4735186256940166,100,100,0,40,23960,0.01264649999939138,95.34241660000043,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
72,0.12352798900604248,0.9771,0.004,0.9770862447843621,0.9544103072348861,0.41753424121998256,100,100,0,40,23960,0.010994899999786867,95.18847470000037,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
73,1.6487775634765625,0.0191,0.9598,0.01951546334525147,0.0,0.4730374454700699,100,100,0,40,23960,0.012933400001202244,94.94749489999958,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
74,0.12162575187683106,0.9769,0.0039,0.9769035882558569,0.9524281466798811,0.4013232218424479,100,100,0,40,23960,0.009279999998398125,97.01181270000234,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
75,1.6884678833007813,0.013,0.9669,0.013291347492592503,0.0,0.46510895168160393,100,100,0,40,23960,0.008779400002822513,95.70186100000137,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
76,0.11897528820037842,0.9771,0.0041,0.9771051640002686,0.956392467789891,0.40498142445087437,100,100,0,40,23960,0.012481400000979193,95.20971869999994,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
77,1.6861693145751953,0.0144,0.9658,0.014676333226200091,0.0,0.4686040047388523,100,100,0,40,23960,0.012430599999788683,94.98753079999733,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
78,0.12037351303100587,0.9775,0.0034,0.9775153281054306,0.9534192269573836,0.399632716231048,100,100,0,40,23960,0.012552400003187358,94.9137292000014,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
79,1.6707724578857421,0.0152,0.9653,0.015539472921179659,0.0,0.46288715021498505,100,100,0,40,23960,0.014562000000296393,95.49620170000344,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
80,0.11914970149993896,0.9778,0.0035,0.977798831677895,0.956392467789891,0.39798603853086634,100,100,0,40,23960,0.013678400002390845,95.74903860000268,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
81,1.6945879577636718,0.0122,0.9686,0.012430704049144394,0.0,0.4584463953512411,100,100,0,40,23960,0.015362099999038037,95.05834879999747,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
82,0.11712365074157714,0.9787,0.0037,0.97871590434976,0.9593657086223984,0.39267254933466506,100,100,0,40,23960,0.014241400000173599,95.08621619999758,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
