round,loss,accuracy,asr,macro_class_accuracy,worst_class_accuracy,local_loss,selected_clients,aggregated_clients,excluded_clients,attacked_client_rounds,poisoned_examples,aggregation_seconds,round_seconds,mean_method_weight,tp,fp,fn,tn,precision,recall,f1,fpr,mean_detection_round
0,2.20378896484375,0.4715,0.051,0.45695331996132416,0.006726457399103139,2.259930806517601,100,100,0,40,23960,0.028190600001835264,93.04570149999927,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
1,1.652982861328125,0.69,0.0285,0.6827237309012607,0.17938553022794845,2.107966195106506,100,100,0,40,23960,0.019783600000664592,92.3469524000102,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
2,1.007280386352539,0.8228,0.0145,0.8191638794215728,0.5193260654112983,1.7260988766749699,100,100,0,40,23960,0.02257449999160599,93.2180015000049,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
3,0.9549209564208985,0.845,0.0212,0.841666453461758,0.6382556987115956,1.451888627668222,100,100,0,40,23960,0.02505609999934677,92.69005979999201,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
4,0.8984456939697265,0.8424,0.0319,0.8400244744295895,0.5084241823587711,1.288625276496013,100,100,0,40,23960,0.02363510000577662,92.3093028000003,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
5,0.7997529907226563,0.8683,0.028,0.8662252030941856,0.6699702675916749,1.1902970562775932,100,100,0,40,23960,0.026051399996504188,92.14057669999602,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
6,0.6953581008911133,0.8795,0.0299,0.8776363588452627,0.7304261645193261,1.118860583504041,100,100,0,40,23960,0.025603700007195584,92.29271069999959,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
7,0.6027564590454102,0.8933,0.0278,0.8914308626136396,0.7809712586719524,1.0602590899517141,100,100,0,40,23960,0.020041600000695325,92.9516896999994,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
8,0.49964512481689455,0.9146,0.0186,0.9131491179620854,0.8419282511210763,1.0080349234193564,100,100,0,40,23960,0.02033080000546761,92.7698262000049,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
9,0.43337212829589844,0.9218,0.0187,0.9207606304196025,0.8574257425742574,0.9772306212633849,100,100,0,40,23960,0.019545999995898455,92.72214620000159,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
10,0.3845959228515625,0.9283,0.0173,0.9272551131109157,0.874439461883408,0.9486879550764958,100,100,0,40,23960,0.021407299995189533,92.53194580000127,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
11,0.3547635375976563,0.9349,0.0129,0.9341169777739052,0.8820614469772051,0.9278471957743168,100,100,0,40,23960,0.019076600001426414,92.49483979999786,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
12,0.31792131118774414,0.9401,0.0113,0.9395650530694637,0.8969276511397423,0.9012247636218866,100,100,0,40,23960,0.027540199997019954,92.39211800000339,1.0,0,0,40,60,1.0,0.0,0.0,0.0,
