round,loss,accuracy,asr,macro_class_accuracy,worst_class_accuracy,local_loss,selected_clients,aggregated_clients,excluded_clients,attacked_client_rounds,poisoned_examples,aggregation_seconds,round_seconds,mean_method_weight,tp,fp,fn,tn,precision,recall,f1,fpr,mean_detection_round
114,0.121975439453125,0.9818,0.0027,0.9817582475524645,0.9691991786447639,0.37621002578145524,100,100,0,40,23960,0.012775000002875458,91.79316900000413,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
115,1.6196969879150391,0.0097,0.9733,0.009795779217961596,0.0,0.40866868097397185,100,100,0,40,23960,0.012185399995360058,92.17524430000049,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
116,0.12143185501098633,0.9813,0.0031,0.9812492375531161,0.9681724845995893,0.37788290411295994,100,100,0,40,23960,0.007346300000790507,92.21444400000473,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
117,1.5512098510742187,0.0108,0.9722,0.010924810158954364,0.0,0.41542014361172924,100,100,0,40,23960,0.012931899997056462,92.15684909999982,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
118,0.12290881404876709,0.9816,0.0025,0.9815428994732429,0.9650924024640657,0.3734941875090202,100,100,0,40,23960,0.012774900002114009,92.35277610000048,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
119,1.6159612121582032,0.0094,0.9742,0.009517627213126777,0.0,0.4082880141890297,100,100,0,40,23960,0.010903900001721922,92.03260349999618,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
120,0.12118496780395507,0.9815,0.003,0.9814241382898888,0.9640657084188912,0.3753969044275582,100,100,0,40,23960,0.012812799999665003,92.21893129999808,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
121,1.5597160827636718,0.0111,0.9728,0.01121348385753409,0.0,0.4084817166421563,100,100,0,40,23960,0.011145500000566244,79.86694120000175,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
122,0.11995526103973389,0.9822,0.0025,0.9821392865350397,0.9671457905544147,0.3695921858511866,100,100,0,40,23960,0.012934600003063679,93.66282169999613,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
123,1.5804795471191406,0.0098,0.9736,0.009911141279414155,0.0,0.40866319158797465,100,100,0,40,23960,0.013556999998399988,93.07340390000172,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
124,0.12120150337219238,0.9825,0.0026,0.9824491419280184,0.9702258726899384,0.3698178215418011,100,100,0,40,23960,0.013135400004102848,92.84771710000496,0.009999999999999998,0,0,40,60,1.0,0.0,0.0,0.0,
