trust[21] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08473928011688985, 4: 0.09150741475894446, 5: 0.0, 6: 0.0, 7: 0.07570635018452274, 8: 0.0, 9: 0.08254266138703721, 10: 0.08194145008401256, 11: 0.07923802754309058, 12: 0.0, 13: 0.08692977680159732, 14: 0.0878893263186115, 15: 0.0, 16: 0.07951867044309134, 17: 0.08150950946770996, 18: 0.08082814368855684, 19: 0.0876493892059357}
trust[22] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474062512894671, 4: 0.09154427874404551, 5: 0.0, 6: 0.0, 7: 0.07565500820652173, 8: 0.0, 9: 0.08253718379120273, 10: 0.08194210111319501, 11: 0.07923873342209194, 12: 0.0, 13: 0.08693573779334987, 14: 0.08790271432969782, 15: 0.0, 16: 0.07951337611853332, 17: 0.08150859231970028, 18: 0.08082222670641122, 19: 0.08765942232630386}
trust[23] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474419613349142, 4: 0.091569511718699, 5: 0.0, 6: 0.0, 7: 0.0756305807778055, 8: 0.0, 9: 0.08253337108307826, 10: 0.08194179569841217, 11: 0.07923903672994179, 12: 0.0, 13: 0.08693751827401593, 14: 0.08791526759841505, 15: 0.0, 16: 0.07949552043596307, 17: 0.08150525556338697, 18: 0.0808144260411847, 19: 0.08767351994560624}
trust[24] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474347543736611, 4: 0.0915873323090436, 5: 0.0, 6: 0.0, 7: 0.07561826854748416, 8: 0.0, 9: 0.08253081110044402, 10: 0.08194026792672204, 11: 0.07923753422504864, 12: 0.0, 13: 0.08694216610631597, 14: 0.08791764188582474, 15: 0.0, 16: 0.07949250850652034, 17: 0.08150425086063094, 18: 0.0808114017819262, 19: 0.08767434131267304}
trust[25] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474477098046768, 4: 0.09159561697802084, 5: 0.0, 6: 0.0, 7: 0.07561348284744344, 8: 0.0, 9: 0.08253083788915981, 10: 0.0819402337778482, 11: 0.07923785389653636, 12: 0.0, 13: 0.08694267697440387, 14: 0.08792116266874084, 15: 0.0, 16: 0.07948378538829091, 17: 0.08150405316048713, 18: 0.08081085168714353, 19: 0.08767467375145746}
trust[26] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474646469257932, 4: 0.09160542157057572, 5: 0.0, 6: 0.0, 7: 0.07560388843403074, 8: 0.0, 9: 0.08253083276099567, 10: 0.08194084117372721, 11: 0.07923840893095598, 12: 0.0, 13: 0.08694430075467881, 14: 0.08792947274252337, 15: 0.0, 16: 0.07946879906579554, 17: 0.08150382744280348, 18: 0.08081143957987856, 19: 0.08767630285145545}
trust[27] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474662873053937, 4: 0.09160693812373535, 5: 0.0, 6: 0.0, 7: 0.07559730431633029, 8: 0.0, 9: 0.08253099313719295, 10: 0.08194061019017146, 11: 0.07924000551478064, 12: 0.0, 13: 0.08694769117930767, 14: 0.08793554893770217, 15: 0.0, 16: 0.07946327061828465, 17: 0.08150392865387958, 18: 0.08081068357466661, 19: 0.0876763970234093}
trust[28] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474654201271103, 4: 0.09160785571493507, 5: 0.0, 6: 0.0, 7: 0.07559683089809684, 8: 0.0, 9: 0.08253052083190847, 10: 0.08194130151123732, 11: 0.07924021486259207, 12: 0.0, 13: 0.08694790176430484, 14: 0.08793768584034989, 15: 0.0, 16: 0.07946077535354942, 17: 0.08150393772350921, 18: 0.080810018377341, 19: 0.0876764151094648}
trust[29] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474661791720953, 4: 0.09160858352974491, 5: 0.0, 6: 0.0, 7: 0.07559618680565437, 8: 0.0, 9: 0.08253060362236868, 10: 0.08194017099380525, 11: 0.07924058891132414, 12: 0.0, 13: 0.08694806886091046, 14: 0.08793888112992307, 15: 0.0, 16: 0.07945934828766747, 17: 0.08150389829611578, 18: 0.08081009959059986, 19: 0.08767695205467642}
trust[30] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474660040206823, 4: 0.09161007274239034, 5: 0.0, 6: 0.0, 7: 0.07559412217382874, 8: 0.0, 9: 0.08253057717317978, 10: 0.08193951337312533, 11: 0.07924078709568858, 12: 0.0, 13: 0.08694899948454687, 14: 0.08793856053797726, 15: 0.0, 16: 0.0794587568190651, 17: 0.08150387216055503, 18: 0.08080999162690311, 19: 0.08767814641067159}
trust[31] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474692343177549, 4: 0.09161039936479426, 5: 0.0, 6: 0.0, 7: 0.07559317681616637, 8: 0.0, 9: 0.08253062081982569, 10: 0.08193955671037785, 11: 0.07924090392650196, 12: 0.0, 13: 0.08694920595733915, 14: 0.087938767528757, 15: 0.0, 16: 0.07945856254649127, 17: 0.08150367895850043, 18: 0.08081002278027714, 19: 0.0876781811591933}
trust[32] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474717380874572, 4: 0.09161107691844178, 5: 0.0, 6: 0.0, 7: 0.07559300654154975, 8: 0.0, 9: 0.08253071731448912, 10: 0.08193965235750247, 11: 0.0792410715019972, 12: 0.0, 13: 0.0869493087879013, 14: 0.08793926860321824, 15: 0.0, 16: 0.07945630043863144, 17: 0.08150379538240597, 18: 0.0808101926057637, 19: 0.08767843573935337}
trust[33] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0847471749216412, 4: 0.09161111623987378, 5: 0.0, 6: 0.0, 7: 0.07559300694425213, 8: 0.0, 9: 0.08253072650402606, 10: 0.08193969092861181, 11: 0.0792410804363188, 12: 0.0, 13: 0.08694920841325371, 14: 0.08793936916986303, 15: 0.0, 16: 0.07945610049949871, 17: 0.08150379624367561, 18: 0.08081019341322268, 19: 0.08767853628576239}
trust[34] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474742778262827, 4: 0.09161128756674299, 5: 0.0, 6: 0.0, 7: 0.07559255056570867, 8: 0.0, 9: 0.08253125005868574, 10: 0.0819385425565327, 11: 0.07924144826906124, 12: 0.0, 13: 0.08694946343915791, 14: 0.08793948070718803, 15: 0.0, 16: 0.07945605722807701, 17: 0.08150351421535089, 18: 0.08081035412122392, 19: 0.08767862348964259}
trust[35] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474742343541676, 4: 0.0916112915584097, 5: 0.0, 6: 0.0, 7: 0.07559254609808153, 8: 0.0, 9: 0.0825312539309212, 10: 0.08193854642097217, 11: 0.07924145209802538, 12: 0.0, 13: 0.08694946736950687, 14: 0.087939514077985, 15: 0.0, 16: 0.07945601803339995, 17: 0.08150350982547165, 18: 0.08081035797082414, 19: 0.08767861918098559}
trust[36] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474750384504669, 4: 0.09161137189918078, 5: 0.0, 6: 0.0, 7: 0.07559249618255466, 8: 0.0, 9: 0.082531254106169, 10: 0.0819385365700892, 11: 0.07924145230627673, 12: 0.0, 13: 0.08694934510909308, 14: 0.08793968273786804, 15: 0.0, 16: 0.07945589584816103, 17: 0.08150351001102986, 18: 0.08081030800295179, 19: 0.0876786433815791}
trust[37] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474750954128596, 4: 0.09161136958247347, 5: 0.0, 6: 0.0, 7: 0.07559250156448423, 8: 0.0, 9: 0.08253125972632, 10: 0.08193849914342613, 11: 0.07924145781348226, 12: 0.0, 13: 0.08694935088092597, 14: 0.0879396885437012, 15: 0.0, 16: 0.07945589311413194, 17: 0.08150350734729946, 18: 0.08081031356401927, 19: 0.08767864917845025}
trust[38] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474751559458138, 4: 0.09161136777536817, 5: 0.0, 6: 0.0, 7: 0.07559250739735465, 8: 0.0, 9: 0.08253126572625481, 10: 0.08193846500078023, 11: 0.07924146373420855, 12: 0.0, 13: 0.08694935698723509, 14: 0.08793969467385467, 15: 0.0, 16: 0.07945589101435942, 17: 0.08150350529682732, 18: 0.08081031952251888, 19: 0.0876786472766569}
trust[39] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474764198072306, 4: 0.09161141171273388, 5: 0.0, 6: 0.0, 7: 0.07559254396383171, 8: 0.0, 9: 0.08253133223773679, 10: 0.08193853123949198, 11: 0.07924152873192715, 12: 0.0, 13: 0.0869491811947291, 14: 0.08793976367396109, 15: 0.0, 16: 0.07945571177382392, 17: 0.08150319323738951, 18: 0.08081044409700647, 19: 0.08767871615664546}
trust[40] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474764857622485, 4: 0.09161141015144944, 5: 0.0, 6: 0.0, 7: 0.07559254218827725, 8: 0.0, 9: 0.08253133880359301, 10: 0.08193852954882211, 11: 0.07924153525377861, 12: 0.0, 13: 0.08694918781967892, 14: 0.08793976206356431, 15: 0.0, 16: 0.07945568062251744, 17: 0.08150319154089651, 18: 0.0808104506398439, 19: 0.08767872279135362}
trust[41] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474775047677294, 4: 0.09161141870269587, 5: 0.0, 6: 0.0, 7: 0.07559220556858129, 8: 0.0, 9: 0.0825314403246775, 10: 0.08193853644393459, 11: 0.07924154168712752, 12: 0.0, 13: 0.08694919557268696, 14: 0.08793986451064736, 15: 0.0, 16: 0.07945569600993435, 17: 0.0815030913526337, 18: 0.08081049301142643, 19: 0.08767876633888147}
trust[42] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0847477611419445, 4: 0.09161142175734358, 5: 0.0, 6: 0.0, 7: 0.07559221538261748, 8: 0.0, 9: 0.08253145078381219, 10: 0.0819385468479506, 11: 0.07924155184042032, 12: 0.0, 13: 0.08694920644251349, 14: 0.08793987547257036, 15: 0.0, 16: 0.07945559627614904, 17: 0.08150309346757165, 18: 0.08081050331057509, 19: 0.08767877727653176}
trust[43] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474777599177352, 4: 0.09161140391269419, 5: 0.0, 6: 0.0, 7: 0.07559214333359172, 8: 0.0, 9: 0.08253145394417614, 10: 0.08193856157503024, 11: 0.07924156644965404, 12: 0.0, 13: 0.08694922138853525, 14: 0.08793989046187968, 15: 0.0, 16: 0.0794555993021127, 17: 0.08150309658300124, 18: 0.08081050639574178, 19: 0.08767878066180952}
trust[44] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474778107592326, 4: 0.09161135916696764, 5: 0.0, 6: 0.0, 7: 0.0755921479768614, 8: 0.0, 9: 0.08253144888952374, 10: 0.08193856652390515, 11: 0.07924157126865793, 12: 0.0, 13: 0.08694922657869333, 14: 0.08793989569974241, 15: 0.0, 16: 0.07945560413142311, 17: 0.08150310151090678, 18: 0.08081051129029634, 19: 0.08767878588709878}
trust[45] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474778360948429, 4: 0.09161135179239223, 5: 0.0, 6: 0.0, 7: 0.07559214031301525, 8: 0.0, 9: 0.08253145138306282, 10: 0.08193856900673811, 11: 0.07924157370278925, 12: 0.0, 13: 0.08694922915200749, 14: 0.08793989829094581, 15: 0.0, 16: 0.07945560656941938, 17: 0.08150310398587624, 18: 0.08081050372068205, 19: 0.08767878847358712}
trust[46] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474778556681448, 4: 0.09161134227951032, 5: 0.0, 6: 0.0, 7: 0.07559214210705634, 8: 0.0, 9: 0.08253145330086516, 10: 0.0819385709139665, 11: 0.07924157556191727, 12: 0.0, 13: 0.08694923114860002, 14: 0.08793990030520674, 15: 0.0, 16: 0.07945560843236463, 17: 0.08150309429271571, 18: 0.08081050560779161, 19: 0.0876787904831912}
trust[47] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0847477875241447, 4: 0.09161133276662824, 5: 0.0, 6: 0.0, 7: 0.07559214390109746, 8: 0.0, 9: 0.08253145521866753, 10: 0.08193857282119493, 11: 0.07924157742104532, 12: 0.0, 13: 0.0869492331451926, 14: 0.0879399023194677, 15: 0.0, 16: 0.07945559870268742, 17: 0.08150309619217751, 18: 0.08081050749490122, 19: 0.08767879249279532}
trust[48] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0847477800256287, 4: 0.09161132539205234, 5: 0.0, 6: 0.0, 7: 0.07559214626932838, 8: 0.0, 9: 0.08253145771220671, 10: 0.08193856527195086, 11: 0.07924157985517674, 12: 0.0, 13: 0.08694923571850686, 14: 0.08793990491067122, 15: 0.0, 16: 0.07945560114068359, 17: 0.08150309866714685, 18: 0.08081050995736398, 19: 0.08767879507928378}
trust[49] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0847477947547983, 4: 0.09161134127799647, 5: 0.0, 6: 0.0, 7: 0.07559218085718512, 8: 0.0, 9: 0.08253147206783974, 10: 0.08193860092942622, 11: 0.0792415936563373, 12: 0.0, 13: 0.08694925081870743, 14: 0.08793994157960588, 15: 0.0, 16: 0.07945560338529084, 17: 0.08150287653827525, 18: 0.0808105124303261, 19: 0.08767883170421129}
trust[50] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474779944778625, 4: 0.09161133800040729, 5: 0.0, 6: 0.0, 7: 0.07559217745103157, 8: 0.0, 9: 0.08253147674304025, 10: 0.08193863770251507, 11: 0.07924149397153309, 12: 0.0, 13: 0.08694928763201006, 14: 0.08793997840085947, 15: 0.0, 16: 0.07945560001014382, 17: 0.08150287317955894, 18: 0.08081050906605311, 19: 0.08767882839506111}
trust[51] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.084747799294775, 4: 0.09161133791625158, 5: 0.0, 6: 0.0, 7: 0.07559217720617041, 8: 0.0, 9: 0.08253148659987174, 10: 0.08193864755339915, 11: 0.07924149376328216, 12: 0.0, 13: 0.08694929753316136, 14: 0.08793998831194946, 15: 0.0, 16: 0.07945557572705586, 17: 0.08150284891700939, 18: 0.08081050887354266, 19: 0.08767883830353122}
trust[52] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0847478043894102, 4: 0.09161133971038884, 5: 0.0, 6: 0.0, 7: 0.07559218191231451, 8: 0.0, 9: 0.08253148236104499, 10: 0.0819386525288365, 11: 0.07924149862427396, 12: 0.0, 13: 0.0869492551369619, 14: 0.08793999354203554, 15: 0.0, 16: 0.07945558059713158, 17: 0.08150285387395494, 18: 0.08081051380111086, 19: 0.08767884352253619}
trust[53] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474779523804223, 4: 0.09161140738518957, 5: 0.0, 6: 0.0, 7: 0.07559220438371242, 8: 0.0, 9: 0.08253154867557075, 10: 0.08193866435839021, 11: 0.07924151004976066, 12: 0.0, 13: 0.08694927930978989, 14: 0.08794000627066438, 15: 0.0, 16: 0.07945543154143492, 17: 0.08150270512496514, 18: 0.08081053705427946, 19: 0.08767891060820034}
trust[54] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0847477963886387, 4: 0.09161140861994374, 5: 0.0, 6: 0.0, 7: 0.0755922054220483, 8: 0.0, 9: 0.08253154979899288, 10: 0.08193866547454275, 11: 0.07924151113284222, 12: 0.0, 13: 0.08694928048737971, 14: 0.08794000746040193, 15: 0.0, 16: 0.07945543262713947, 17: 0.08150269263673436, 18: 0.08081053815659954, 19: 0.08767891179473648}
trust[55] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474779753923517, 4: 0.0916114098546979, 5: 0.0, 6: 0.0, 7: 0.07559220646038416, 8: 0.0, 9: 0.082531550922415, 10: 0.08193866659069526, 11: 0.07924151221592378, 12: 0.0, 13: 0.08694928166496951, 14: 0.08794000865013946, 15: 0.0, 16: 0.07945543371284401, 17: 0.0815026801485034, 18: 0.08081053925891961, 19: 0.08767891298127262}
trust[56] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474780865022742, 4: 0.09161141317460479, 5: 0.0, 6: 0.0, 7: 0.07559221696108684, 8: 0.0, 9: 0.08253156188567762, 10: 0.08193866926584048, 11: 0.07924152295988036, 12: 0.0, 13: 0.08694929292270738, 14: 0.08794001997391679, 15: 0.0, 16: 0.07945543622246293, 17: 0.08150259183708293, 18: 0.08081054185886659, 19: 0.08767892428764594}
trust[57] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474780609788025, 4: 0.09161141910649577, 5: 0.0, 6: 0.0, 7: 0.07559222234300682, 8: 0.0, 9: 0.08253156750583916, 10: 0.08193866661704995, 11: 0.0792415284670883, 12: 0.0, 13: 0.08694929044594157, 14: 0.08794002577976151, 15: 0.0, 16: 0.07945544173701494, 17: 0.08150255439545298, 18: 0.08081054741994208, 19: 0.08767893008452672}
trust[58] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474780805521086, 4: 0.09161142118623755, 5: 0.0, 6: 0.0, 7: 0.07559222413704937, 8: 0.0, 9: 0.08253156942364358, 10: 0.0819386685242801, 11: 0.07924153032621552, 12: 0.0, 13: 0.08694929244253521, 14: 0.08794002779402472, 15: 0.0, 16: 0.07945543200733476, 17: 0.08150254470228266, 18: 0.08081054930705243, 19: 0.08767893209413334}
