trust[59] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474788314302868, 4: 0.09161143295011526, 5: 0.0, 6: 0.0, 7: 0.0755920893819655, 8: 0.0, 9: 0.08253159607289726, 10: 0.081938614840773, 11: 0.0792415565529933, 12: 0.0, 13: 0.08694930360774615, 14: 0.0879401032917574, 15: 0.0, 16: 0.07945542615892938, 17: 0.08150261937337426, 18: 0.08081041522205684, 19: 0.08767895940436296}
trust[60] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0847478891963331, 4: 0.09161143916867326, 5: 0.0, 6: 0.0, 7: 0.07559208718916423, 8: 0.0, 9: 0.08253160207284016, 10: 0.0819386208264387, 11: 0.07924155444806019, 12: 0.0, 13: 0.08694930168839236, 14: 0.08794010942192085, 15: 0.0, 16: 0.07945543208480739, 17: 0.08150261732288074, 18: 0.0808104211805589, 19: 0.08767892539993004}
trust[61] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474789887871637, 4: 0.09161144895714525, 5: 0.0, 6: 0.0, 7: 0.07559209673002781, 8: 0.0, 9: 0.08253157714126379, 10: 0.08193863046539958, 11: 0.07924155443435539, 12: 0.0, 13: 0.0869493017938249, 14: 0.08794010954266814, 15: 0.0, 16: 0.07945544168538604, 17: 0.08150259237539953, 18: 0.08081042247917296, 19: 0.08767892551664025}
trust[62] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474790232666911, 4: 0.09161144421005572, 5: 0.0, 6: 0.0, 7: 0.07559209185794366, 8: 0.0, 9: 0.08253158057192318, 10: 0.08193863389143237, 11: 0.07924154959074696, 12: 0.0, 13: 0.08694929701035792, 14: 0.08794011301552883, 15: 0.0, 16: 0.07945544509204319, 17: 0.08150259579803004, 18: 0.08081041764780598, 19: 0.08767892898746299}
trust[63] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474790347726689, 4: 0.09161144544481033, 5: 0.0, 6: 0.0, 7: 0.07559209289627815, 8: 0.0, 9: 0.0825315816953457, 10: 0.08193863500758451, 11: 0.079241550673829, 12: 0.0, 13: 0.08694928458891012, 14: 0.08794011420526768, 15: 0.0, 16: 0.0794554461777479, 17: 0.08150259690883574, 18: 0.0808104187501246, 19: 0.08767893017399934}
trust[64] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474792161622667, 4: 0.09161144480061201, 5: 0.0, 6: 0.0, 7: 0.07559211111076052, 8: 0.0, 9: 0.08253158112604352, 10: 0.08193862084413575, 11: 0.0792415365326274, 12: 0.0, 13: 0.08694928398316808, 14: 0.0879401323178962, 15: 0.0, 16: 0.07945543203478196, 17: 0.08150258274898368, 18: 0.0808104369215631, 19: 0.08767891596320121}
trust[65] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474795569122849, 4: 0.09161144660771539, 5: 0.0, 6: 0.0, 7: 0.07559210527789975, 8: 0.0, 9: 0.08253157512610125, 10: 0.08193861485847018, 11: 0.07924153061189948, 12: 0.0, 13: 0.08694931800516774, 14: 0.08794012618773232, 15: 0.0, 16: 0.07945546623721098, 17: 0.08150254467117109, 18: 0.08081039886041529, 19: 0.08767891786498803}
trust[66] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474795167839771, 4: 0.0916114506205462, 5: 0.0, 6: 0.0, 7: 0.07559210929073056, 8: 0.0, 9: 0.08253157913893205, 10: 0.08193861887130098, 11: 0.0792415265990687, 12: 0.0, 13: 0.08694932201799854, 14: 0.08794012217490155, 15: 0.0, 16: 0.07945547025004178, 17: 0.08150254065834031, 18: 0.08081039484758451, 19: 0.08767891385215726}
trust[67] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474795167839771, 4: 0.0916114506205462, 5: 0.0, 6: 0.0, 7: 0.07559210929073056, 8: 0.0, 9: 0.08253157913893205, 10: 0.08193861887130098, 11: 0.0792415265990687, 12: 0.0, 13: 0.08694932201799854, 14: 0.08794012217490155, 15: 0.0, 16: 0.07945547025004178, 17: 0.08150254065834031, 18: 0.08081039484758451, 19: 0.08767891385215726}
trust[68] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474795467104854, 4: 0.09161145371112435, 5: 0.0, 6: 0.0, 7: 0.07559210323534539, 8: 0.0, 9: 0.08253158209996002, 10: 0.08193862182386868, 11: 0.07924152951315472, 12: 0.0, 13: 0.08694932504205817, 14: 0.08794011629569588, 15: 0.0, 16: 0.07945547316718031, 17: 0.08150253468728424, 18: 0.0808103977840549, 19: 0.08767890796922471}
trust[69] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0847479597552069, 4: 0.09161145912578744, 5: 0.0, 6: 0.0, 7: 0.07559210787861315, 8: 0.0, 9: 0.08253158707739124, 10: 0.0819386267727465, 11: 0.07924153433215683, 12: 0.0, 13: 0.08694928007183403, 14: 0.0879401215335695, 15: 0.0, 16: 0.07945547799648467, 17: 0.08150252958308529, 18: 0.08081040267860426, 19: 0.08767891319452012}
trust[70] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474796171254025, 4: 0.09161144961290747, 5: 0.0, 6: 0.0, 7: 0.07559210967265367, 8: 0.0, 9: 0.08253158899519601, 10: 0.08193862867997595, 11: 0.07924152459866167, 12: 0.0, 13: 0.08694928206842749, 14: 0.08794012354783443, 15: 0.0, 16: 0.07945547985942764, 17: 0.08150253148253703, 18: 0.08081040456571205, 19: 0.08767891520412645}
trust[71] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474792891671845, 4: 0.09161146044641705, 5: 0.0, 6: 0.0, 7: 0.07559211909908187, 8: 0.0, 9: 0.08253162845859154, 10: 0.08193859563739242, 11: 0.07924156377306973, 12: 0.0, 13: 0.08694932191985734, 14: 0.08794013405886789, 15: 0.0, 16: 0.07945548962520041, 17: 0.08150249840164828, 18: 0.08081030454351039, 19: 0.08767895511964464}
trust[72] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474793217393202, 4: 0.09161146400353448, 5: 0.0, 6: 0.0, 7: 0.07559213354885262, 8: 0.0, 9: 0.08253164321158603, 10: 0.0819385987718514, 11: 0.07924157838230397, 12: 0.0, 13: 0.08694932527326137, 14: 0.0879401490481885, 15: 0.0, 16: 0.07945547124939428, 17: 0.08150250151705188, 18: 0.08081031922129117, 19: 0.08767888359875226}
trust[73] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474795922699994, 4: 0.09161149251633888, 5: 0.0, 6: 0.0, 7: 0.07559212454559566, 8: 0.0, 9: 0.08253170992160982, 10: 0.08193844665642214, 11: 0.07924160426428015, 12: 0.0, 13: 0.08694934276244265, 14: 0.08794017678017735, 15: 0.0, 16: 0.0794554971768612, 17: 0.08150234930887341, 18: 0.08081038556522366, 19: 0.08767891127517514}
trust[74] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474799160213188, 4: 0.09161152621349655, 5: 0.0, 6: 0.0, 7: 0.07559212305451564, 8: 0.0, 9: 0.08253170976720439, 10: 0.08193846243907099, 11: 0.07924161952747424, 12: 0.0, 13: 0.0869491026890501, 14: 0.08794020977018119, 15: 0.0, 16: 0.07945552853258071, 17: 0.08150238105884922, 18: 0.08081040113059, 19: 0.08767894421485509}
trust[75] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474799355946577, 4: 0.09161151670061775, 5: 0.0, 6: 0.0, 7: 0.07559212484855642, 8: 0.0, 9: 0.08253171168501133, 10: 0.08193846434629748, 11: 0.07924162138660308, 12: 0.0, 13: 0.08694910468564038, 14: 0.08794021178444766, 15: 0.0, 16: 0.07945553039552457, 17: 0.08150238295829829, 18: 0.08081040301769775, 19: 0.08767893463183946}
trust[76] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474795948446404, 4: 0.09161152291917778, 5: 0.0, 6: 0.0, 7: 0.07559213068141779, 8: 0.0, 9: 0.08253170965929527, 10: 0.08193847033195957, 11: 0.07924162730733332, 12: 0.0, 13: 0.08694910276628182, 14: 0.08794020988895197, 15: 0.0, 16: 0.0794555363214051, 17: 0.08150238090779909, 18: 0.08081040897619952, 19: 0.08767894075571477}
trust[77] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474795948446404, 4: 0.09161152291917778, 5: 0.0, 6: 0.0, 7: 0.07559213068141779, 8: 0.0, 9: 0.08253170965929527, 10: 0.08193847033195957, 11: 0.07924162730733332, 12: 0.0, 13: 0.08694910276628182, 14: 0.08794020988895197, 15: 0.0, 16: 0.0794555363214051, 17: 0.08150238090779909, 18: 0.08081040897619952, 19: 0.08767894075571477}
trust[78] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474798315552035, 4: 0.09161154741497361, 5: 0.0, 6: 0.0, 7: 0.07559215325229138, 8: 0.0, 9: 0.08253173306404256, 10: 0.08193848006638274, 11: 0.07924156716195645, 12: 0.0, 13: 0.08694896061520443, 14: 0.08794023394359549, 15: 0.0, 16: 0.07945552703092802, 17: 0.08150237186327496, 18: 0.08081043217411188, 19: 0.08767901025771803}
trust[79] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474798614817165, 4: 0.0916115415881513, 5: 0.0, 6: 0.0, 7: 0.07559215611430874, 8: 0.0, 9: 0.08253172710767087, 10: 0.08193848301894849, 11: 0.07924157007604307, 12: 0.0, 13: 0.08694896363925894, 14: 0.08794023698179332, 15: 0.0, 16: 0.07945552103066551, 17: 0.08150236589221652, 18: 0.08081043511058282, 19: 0.08767901329218877}
trust[80] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474798810550545, 4: 0.09161153207527277, 5: 0.0, 6: 0.0, 7: 0.0755921579083501, 8: 0.0, 9: 0.08253172902547812, 10: 0.08193848492617535, 11: 0.07924157193517102, 12: 0.0, 13: 0.08694895404322425, 14: 0.08794023899606028, 15: 0.0, 16: 0.07945552289360923, 17: 0.08150236779166531, 18: 0.08081043699769117, 19: 0.08767901530179686}
trust[81] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474803632002917, 4: 0.09161154313049147, 5: 0.0, 6: 0.0, 7: 0.0755921593604809, 8: 0.0, 9: 0.0825317396920492, 10: 0.08193848664995136, 11: 0.07924158246091176, 12: 0.0, 13: 0.08694895598146603, 14: 0.08794024097673254, 15: 0.0, 16: 0.0794554977588993, 17: 0.08150228388971353, 18: 0.08081044759058487, 19: 0.08767902618868997}
trust[82] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474807029158545, 4: 0.09161155960112402, 5: 0.0, 6: 0.0, 7: 0.07559219169706306, 8: 0.0, 9: 0.08253177326783917, 10: 0.08193852011980354, 11: 0.07924159672262804, 12: 0.0, 13: 0.0869487252762285, 14: 0.08794025679177699, 15: 0.0, 16: 0.07945549845977457, 17: 0.08150229855512553, 18: 0.08081044853341487, 19: 0.08767906068363605}
trust[83] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474807224892077, 4: 0.09161156168086833, 5: 0.0, 6: 0.0, 7: 0.07559219349110509, 8: 0.0, 9: 0.08253177518564726, 10: 0.08193852202703109, 11: 0.07924159858175649, 12: 0.0, 13: 0.08694871568018958, 14: 0.08794025880604432, 15: 0.0, 16: 0.07945548873009542, 17: 0.08150230045457314, 18: 0.08081045042052348, 19: 0.087679062693245}
trust[84] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474807224892077, 4: 0.09161156168086833, 5: 0.0, 6: 0.0, 7: 0.07559219349110509, 8: 0.0, 9: 0.08253177518564726, 10: 0.08193852202703109, 11: 0.07924159858175649, 12: 0.0, 13: 0.08694871568018958, 14: 0.08794025880604432, 15: 0.0, 16: 0.07945548873009542, 17: 0.08150230045457314, 18: 0.08081045042052348, 19: 0.087679062693245}
trust[85] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474807339952065, 4: 0.09161156291562439, 5: 0.0, 6: 0.0, 7: 0.07559219452944083, 8: 0.0, 9: 0.08253177630907217, 10: 0.08193852314318187, 11: 0.07924159966483914, 12: 0.0, 13: 0.08694870325873466, 14: 0.08794025999578496, 15: 0.0, 16: 0.07945548981580067, 17: 0.08150230156537522, 18: 0.0808104515228425, 19: 0.08767906387978301}
trust[86] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474809346196613, 4: 0.09161156991151029, 5: 0.0, 6: 0.0, 7: 0.07559213072678266, 8: 0.0, 9: 0.08253178260053551, 10: 0.0819385429876585, 11: 0.07924161930008466, 12: 0.0, 13: 0.08694864033713035, 14: 0.08794024798030091, 15: 0.0, 16: 0.07945549586860139, 17: 0.08150232137600917, 18: 0.08081047127980176, 19: 0.08767908416961884}
trust[87] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474809541930185, 4: 0.09161156039863227, 5: 0.0, 6: 0.0, 7: 0.07559213252082357, 8: 0.0, 9: 0.08253178451834375, 10: 0.08193853330226394, 11: 0.07924162115921349, 12: 0.0, 13: 0.08694864233371238, 14: 0.08794024999456808, 15: 0.0, 16: 0.07945549773154466, 17: 0.08150232327545717, 18: 0.08081047316691076, 19: 0.0876790861792282}
trust[88] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474809544958023, 4: 0.0916115338235951, 5: 0.0, 6: 0.0, 7: 0.07559213235514818, 8: 0.0, 9: 0.08253179341859111, 10: 0.08193853327241274, 11: 0.07924162998904553, 12: 0.0, 13: 0.08694865132848828, 14: 0.0879402500931642, 15: 0.0, 16: 0.07945547089634629, 17: 0.08150233215367224, 18: 0.08081048203031901, 19: 0.08767909518963689}
trust[89] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474810150288979, 4: 0.0916115320164938, 5: 0.0, 6: 0.0, 7: 0.07559213818800975, 8: 0.0, 9: 0.0825317994185388, 10: 0.08193853123241474, 11: 0.07924163590977601, 12: 0.0, 13: 0.08694861730647177, 14: 0.08794025622333122, 15: 0.0, 16: 0.07945547682222541, 17: 0.08150233010317183, 18: 0.08081048798882272, 19: 0.08767909328785431}
trust[90] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474812027485186, 4: 0.09161153495746649, 5: 0.0, 6: 0.0, 7: 0.07559214061471749, 8: 0.0, 9: 0.08253178601670438, 10: 0.08193854991418216, 11: 0.07924165450496595, 12: 0.0, 13: 0.0869486040464289, 14: 0.0879402750977699, 15: 0.0, 16: 0.07945541516766191, 17: 0.08150231666828872, 18: 0.08081050663437696, 19: 0.08767909610258531}
trust[91] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474812326750511, 4: 0.09161152913064399, 5: 0.0, 6: 0.0, 7: 0.07559213455933278, 8: 0.0, 9: 0.08253178897773532, 10: 0.0819385528667489, 11: 0.07924165741905381, 12: 0.0, 13: 0.08694859815307643, 14: 0.08794027813596832, 15: 0.0, 16: 0.07945541808479968, 17: 0.08150231961463135, 18: 0.08081050957084895, 19: 0.08767909021965539}
trust[92] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474812522484136, 4: 0.09161151961776526, 5: 0.0, 6: 0.0, 7: 0.07559213635337377, 8: 0.0, 9: 0.08253179089554369, 10: 0.08193854318135453, 11: 0.07924165927818333, 12: 0.0, 13: 0.08694860014965772, 14: 0.08794028015023603, 15: 0.0, 16: 0.07945541994774158, 17: 0.08150232151407934, 18: 0.08081051145795864, 19: 0.08767909222926487}
trust[93] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474812775840856, 4: 0.09161151224319271, 5: 0.0, 6: 0.0, 7: 0.07559213872160452, 8: 0.0, 9: 0.0825317933890889, 10: 0.0819385356321099, 11: 0.07924166171231621, 12: 0.0, 13: 0.08694860272296052, 14: 0.08794028274144633, 15: 0.0, 16: 0.07945541235365736, 17: 0.08150232398903466, 18: 0.08081051392042145, 19: 0.08767909481575871}
trust[94] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474813345466928, 4: 0.09161151817508711, 5: 0.0, 6: 0.0, 7: 0.07559213585492493, 8: 0.0, 9: 0.08253179900925843, 10: 0.0819385329833148, 11: 0.07924166721952894, 12: 0.0, 13: 0.08694860849476793, 14: 0.0879402885473001, 15: 0.0, 16: 0.07945537484174367, 17: 0.08150232132526354, 18: 0.08081051948149601, 19: 0.08767910061264537}
trust[95] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474813460526988, 4: 0.09161150581080478, 5: 0.0, 6: 0.0, 7: 0.07559213689325993, 8: 0.0, 9: 0.08253180013268362, 10: 0.08193853409946569, 11: 0.07924166830261241, 12: 0.0, 13: 0.0869486096723495, 14: 0.08794028973704109, 15: 0.0, 16: 0.0794553759274475, 17: 0.08150232243606585, 18: 0.08081052058381584, 19: 0.08767910179918383}
trust[96] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474813671375298, 4: 0.09161149646131295, 5: 0.0, 6: 0.0, 7: 0.07559213882211806, 8: 0.0, 9: 0.08253180219768604, 10: 0.08193855755459385, 11: 0.07924167030306808, 12: 0.0, 13: 0.08694860023137964, 14: 0.08794031330991339, 15: 0.0, 16: 0.07945536633947325, 17: 0.08150232448087169, 18: 0.08081054401681431, 19: 0.08767904956901575}
trust[97] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474813671375298, 4: 0.09161149646131295, 5: 0.0, 6: 0.0, 7: 0.07559213882211806, 8: 0.0, 9: 0.08253180219768604, 10: 0.08193855755459385, 11: 0.07924167030306808, 12: 0.0, 13: 0.08694860023137964, 14: 0.08794031330991339, 15: 0.0, 16: 0.07945536633947325, 17: 0.08150232448087169, 18: 0.08081054401681431, 19: 0.08767904956901575}
trust[98] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474820562904793, 4: 0.09161156233914848, 5: 0.0, 6: 0.0, 7: 0.07559215646259103, 8: 0.0, 9: 0.08253205128932996, 10: 0.08193777166232093, 11: 0.07924176343406196, 12: 0.0, 13: 0.0869486708730126, 14: 0.0879404739036662, 15: 0.0, 16: 0.07945492330552423, 17: 0.08150241938542518, 18: 0.08081079175807301, 19: 0.08767920995779832}
trust[99] =  {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.08474821401942527, 4: 0.09161153329066499, 5: 0.0, 6: 0.0, 7: 0.0755921645365817, 8: 0.0, 9: 0.08253205960312823, 10: 0.0819377799555839, 11: 0.07924177163416456, 12: 0.0, 13: 0.0869486416634032, 14: 0.08794048240435216, 15: 0.0, 16: 0.07945492326439565, 17: 0.08150241941504771, 18: 0.0808107917637964, 19: 0.08767921844945632}
