experiment,dataset,distribution,method,dirichlet_alpha,malicious_client_fraction,label_poison_fraction,eta,threshold_mode,rho_threshold,counter_threshold,counter_mode,trust_update,notes,n_seeds,final_accuracy_mean,final_accuracy_std,final_accuracy_ci95,last10_accuracy_mean_mean,last10_accuracy_mean_std,last10_accuracy_mean_ci95,final_asr_mean,final_asr_std,final_asr_ci95,accuracy_auc_mean,accuracy_auc_std,accuracy_auc_ci95,final_precision_mean,final_precision_std,final_precision_ci95,final_recall_mean,final_recall_std,final_recall_ci95,final_f1_mean,final_f1_std,final_f1_ci95,final_fpr_mean,final_fpr_std,final_fpr_ci95,mean_aggregation_seconds_mean,mean_aggregation_seconds_std,mean_aggregation_seconds_ci95,mean_round_seconds_mean,mean_round_seconds_std,mean_round_seconds_ci95
smoke,SYNTHETIC,IID,antiflipper,1.0,0.25,1.0,0.1,relative,0.05,1,cumulative,quadratic,,1,0.11,0.0,0.0,0.11,0.0,0.0,0.09,0.0,0.0,0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004055849996802863,0.0,0.0,1.018570099997305,0.0,0.0
