absolute_threshold,attack_round_probability,checkpoint_every,counter_mode,counter_threshold,data_root,dataset,device,dirichlet_alpha,distribution,eta,eval_fraction,experiment,grace_rounds,label_poison_fraction,learning_rate,local_batch_size,local_epochs,malicious_client_fraction,method,model,momentum,notes,num_clients,participation,rho_threshold,root_samples_per_class,rounds,seed,tags,test_batch_size,threshold_mode,trust_update,weight_decay,final_accuracy,last10_accuracy_mean,final_asr,accuracy_auc,final_precision,final_recall,final_f1,final_fpr,mean_aggregation_seconds,mean_round_seconds,job_id
0.0005,1.0,1,cumulative,1,data,SYNTHETIC,auto,1.0,IID,0.1,1.0,smoke,0,1.0,0.01,16,1,0.25,antiflipper,auto,0.9,,4,1.0,0.05,10,2,7,smoke,50,relative,quadratic,0.0005,0.11,0.11,0.09,0.11,1.0,0.0,0.0,0.0,0.004055849996802863,1.018570099997305,smoke__synthetic__iid__antiflipper__s7__cbcc167c36bd
